reference_time_utc,exp_name,pick_csv,source_origintime,source_latitude_deg,source_longitude_deg,source_depth,num_arrivals,damp_factor,num_iterations,uncertainty_atm_s,initial_guess,invert4depth,errmajor_otime_lon,errminor_otime_lon,errangle_otime_lon,errmajor_otime_lat,errminor_otime_lat,errangle_otime_lat,errmajor_lon_lat,errminor_lon_lat,errangle_lon_lat,errmajor_otime_depth,errminor_otime_depth,errangle_otime_depth,errmajor_lon_depth,errminor_lon_depth,errangle_lon_depth,errmajor_lat_depth,errminor_lat_depth,errangle_lat_depth
2024-07-15 08:00:00+00:00,test,picklist_2024-07-15T08-00-00,2024-07-15 07:53:52.685308+00:00,41.66275325003945,-88.72081932120548,10.0,5,5,20,1,"[-357.3341379310345, -88.0432, 41.3882, 10.0]",False,2.096305623190653,0.113151875749348,1.251977562597579,2.096465206603397,0.1733687441880289,1.4411067216521585,0.1855244705182174,0.1152971880637522,-105.9828404068316,,,,,,,,,
2024-07-15 18:50:00+00:00,test,picklist_2024-07-15T18-50-00,2024-07-15 18:49:03.178181+00:00,40.840628182769926,-88.60206951955328,10.0,3,5,20,1,"[-70.72413793103448, -88.0432, 41.3882, 10.0]",False,2.5797710424732267,0.17313744607696518,-1.4869087041515128,2.5818632786550353,0.1814636065364631,-2.749242656057245,0.25056574764209105,0.14086761457539138,-125.66066395359769,,,,,,,,,
